record_no,event_id,continent,country,location,event_name,event_date,event_year,event_summary,cause,impact,source_url,latitude,longitude,coordinate_meaning,coordinate_precision,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,source_grade,verification_status,status_group,source_location_notes,source_dataset,collection_path,supplementary_url,primary_source_count,source_url_access_status,supplementary_url_access_status,retrieval_date,event_group_id,independent_event_count,heatwave_evidence,cause_completeness,population_count_2020,population_density_2020_per_km2,heatwave_days_7d,heatwave_max_t2m_c,heatwave_p90_t2m_c,heatwave_degree_days_c,heatwave_score_0_100,gee_enrichment_status
159,HRF-0159,北美洲,United States,"New York City, New York",Trump Tower apartment fire,2018-04-07,2018,A residential-unit fire occurred high in the 58-storey mixed-use tower.,electrical fire reported; exact initiating failure unresolved,1 civilian death and 6 firefighter injuries.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7624,-73.9738,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,mixed office/residential,58 floors; 202 m,未检索到,completed 1983,1,6,,A2,confirmed,严格确认,CTIF Table 8.0-13 verifies date/building/casualties.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
160,HRF-0160,北美洲,United States,"New York City, New York",AXA Equitable Center helicopter-impact fire,2019-06-10,2019,A helicopter crashed on the roof of the 54-storey office tower and ignited a fire.,helicopter crash,Pilot killed; no other injuries listed by CTIF.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7616,-73.9825,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,office,54 floors; 229.3 m,未检索到,completed 1985,1,0,,A2,confirmed,严格确认,CTIF Table 8.0-13 verifies the event and casualty count.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
161,HRF-0161,北美洲,United States,"New York City, New York",Twin Parks North West apartment fire,2022-01-09,2022,A fire in a third-floor duplex of a 19-storey apartment building spread lethal smoke through open doors and stairs.,electric space heater ignited a mattress,17 deaths and 44 injuries.,https://en.wikipedia.org/wiki/2022_Bronx_apartment_fire,40.8532,-73.8897,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,residential,19 floors,未检索到,completed 1972; older high-rise,17,44,,B1,confirmed,严格确认,"CTIF Table 8.0-14 and the dedicated event page agree on date, casualties, cause and high-rise classification.",List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
162,HRF-0162,北美洲,United States,"New York City, New York",RiverCourt lithium-ion battery fire,2022-11-05,2022,A lithium-ion battery fire in the RiverCourt high-rise required a rope rescue from an upper-floor window.,lithium-ion battery in an electric bicycle/scooter,"No deaths; 38 injuries, including critical and serious cases.",https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7548,-73.9651,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,residential,about 38 floors; 108.1 m,未检索到,older residential tower,0,38,,A2,confirmed,严格确认,CTIF Table 8.0-14 verifies date/building/casualties; contemporary reporting attributes the fire to a lithium-ion battery.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
163,HRF-0163,北美洲,Canada,"Toronto, Ontario",11 Thorncliffe Park Drive high-rise fire,2025-11-27,2025,"Construction-related fire spread through concealed spaces and into the adjacent tower, displacing residents for weeks.",construction ignition sources used near combustible materials,All 408 units across two connected towers were evacuated; no deaths reported.,https://www.oafc.on.ca/about/announcements/fire-news-headlines/charges-laid-thorncliffe-park-condo-fire-burned-weeks,43.7045,-79.349,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,residential condominium,11 Thorncliffe section rises 10 floors; connected neighboring high-rise also affected,未检索到,existing building; construction work underway,0,,408,A1,confirmed,严格确认,"Ontario fire-chief association page reports investigation findings, cause and evacuation. Event occurred after CTIF's 2024 cutoff.",List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://www.ctvnews.ca/toronto/article/several-residents-of-two-thorncliffe-park-condos-displaced-as-crews-battle-stubborn-4-alarm-fire/,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://www.ctvnews.ca/toronto/article/several-residents-of-two-thorncliffe-park-condos-displaced-as-crews-battle-stubborn-4-alarm-fire/ => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
164,HRF-0164,北美洲,United States,"New York City, New York",6 East 43rd Street rooftop high-rise fire,2026-03-17,2026,A large rooftop fire involving HVAC/generator equipment burned on a Midtown high-rise near the St. Patrick's Day Parade route.,reported HVAC/backup-generator fire; formal cause under investigation,No deaths or injuries reported in consulted coverage.,https://www.cbsnews.com/newyork/news/fire-midtown-manhattan-nyc/,40.7534,-73.9797,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,office,reported as 28-storey high-rise,未检索到,existing building,0,0,,B1,confirmed,严格确认,CBS New York directly verifies date/location/high-rise status; event is within the 2026-08-25 cutoff.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://www.fox5ny.com/news/fire-erupts-near-parade-route-midtown,3,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://www.fox5ny.com/news/fire-erupts-near-parade-route-midtown => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
165,HRF-0165,南美洲,Venezuela,"Caracas, Capital District",Parque Central East Tower fire,2004-10-17,2004,Fire spread from approximately the 34th to the 50th floors of the 56-storey government office tower.,not conclusively established in the consulted sources; failed sprinkler/standpipe systems worsened spread,At least 17 floors heavily damaged; no deaths in CTIF.,https://en.wikipedia.org/wiki/Parque_Central_Complex_fire,10.4983,-66.9022,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,government office,56 floors; about 225-255 m,17,completed 1983,0,25,,B1,confirmed,严格确认,"CTIF Table 8.0-10 and the dedicated event page agree on city/date/high-rise identity; facade-fire lists report 25 injuries, so injury count is left unresolved.",List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery) | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires | https://news.bbc.co.uk/2/hi/americas/3751790.stm,4,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200) | https://news.bbc.co.uk/2/hi/americas/3751790.stm => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
166,HRF-0166,南美洲,Venezuela,"Caracas, Capital District",Parque Central West Tower fire,2013-11-12,2013,A separate fire occurred in the West Tower of the Parque Central high-rise complex.,not established in consulted source,No deaths or injuries listed by CTIF.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,10.498,-66.9017,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,office,about 56-59 floors; about 225 m,未检索到,completed 1983,0,0,,A2,confirmed_compendium_only,严格确认,CTIF Table 8.0-12 is the current verification source; more detailed incident reporting is still needed.,区域代理-美洲,区域代理-美洲,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
167,HRF-0167,南美洲,Brazil,"São Paulo, São Paulo",Wilton Paes de Almeida Building fire and collapse,2018-04-30,2018,"Fire engulfed the occupied former office high-rise, which collapsed during the blaze.",electrical short circuit was widely reported; final cause should be checked against the investigation,"Building collapsed; CTIF lists 7 deaths, while some later summaries report 8.",https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,-23.5421,-46.6364,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,former office; informal residential occupation,24 floors; about 79.2 m,未检索到,completed 1968; deteriorated/irregularly occupied,7,,,A2,confirmed,严格确认,CTIF Table 8.0-13 verifies 7 deaths; conflicting later totals are explicitly retained in the note.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
168,HRF-0168,南美洲,Brazil,"Recife, Pernambuco",Botanik Torre Flora construction fire,2024-03-28,2024,A large fire affected the upper portion/roof of the high-rise residential building while under construction.,under investigation,No deaths or injuries listed by CTIF.,https://www.creape.org.br/crea-pe-acompanha-andamento-das-investigacoes-e-ensaios-tecnicos-do-predio-incendiado-no-recife/,-8.0476,-34.905,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise building fire,residential; under construction,high-rise; exact floor count unresolved,未检索到,under construction,0,0,,A1,confirmed_needs_floor_count,确认但有待复核字段,Crea-PE confirms the building/date/investigation; CTIF Table 8.0-14 classifies it as a high-rise fire. Exact floor count remains to be sourced.,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery) | 区域代理-美洲,Wikipedia专题列表 | 区域代理-美洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,HTTP错误(404),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
169,HRF-0169,大洋洲,Australia,Fairfield,Tip Top Bakery fire,2002-06-02,2002,Tip Top Bakery高层建筑外立面火灾。死亡 0，受伤 1；表中记录的受影响楼层为 1。,未检索到/待核实,死亡 0，受伤 1；表中记录的受影响楼层为 1。,https://doi.org/10.1007%2F978-1-4939-2898-9_4,-34.89842,148.85272,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0,1,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
170,HRF-0170,大洋洲,Australia,Melbourne,Lacrosse Apartments fire,2014-11-25,2014,Lacrosse Apartments高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire started on an 8th floor balcony and rapidly spread up the facade cladding.,Fire started on an 8th floor balcony and rapidly spread up the facade cladding.,死亡人数：0。Fire started on an 8th floor balcony and rapidly spread up the facade cladding.,http://www.theage.com.au/victoria/docklands-apartment-tower-fire-fuelled-by-material-in-buildings-walls-says-mfb-20150427-1mukhx.html,-37.814,144.96332,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,residential,未检索到,16,未检索到,0,0,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery) | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,http://www.melbourne.vic.gov.au/sitecollectiondocuments/mbs-report-lacrosse-fire.pdf | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,4,可访问(200),http://www.melbourne.vic.gov.au/sitecollectiondocuments/mbs-report-lacrosse-fire.pdf => 受限(403) | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
